stkcd_01,reptdt,repart,relation,trasub,direction,repttype,isam,pannrsm,repat,corebs,site,year,prvn_01,pftn_01,indusb_01,indcodeb_01,coname_cn_01,listplte,coname_cn,prvn_02,pftn_02,period
603879,2018-12-31,傅文昌,09,1.0,2.0,1.0,50000000.0,0.1529051987767584,06,,,2018,江苏省,盐城市,化学原料和化学制品制造业,C26,永悦科技股份有限公司,主板,,,,Pre-COVID
603879,2018-12-31,"傅文昌,陈泳絮",11,1.0,2.0,1.0,150000000.0,0.45871559633027525,06,,,2018,江苏省,盐城市,化学原料和化学制品制造业,C26,永悦科技股份有限公司,主板,,,,Pre-COVID
603879,2018-12-31,关键管理人员,09,1.0,2.0,1.0,2406100.0,1.0,20,,,2018,江苏省,盐城市,化学原料和化学制品制造业,C26,永悦科技股份有限公司,主板,,,,Pre-COVID
603879,2019-12-31,福建川流新能源汽车运营服务有限公司,10,1.0,2.0,1.0,18493.31,1.0,07,,,2019,江苏省,盐城市,化学原料和化学制品制造业,C26,永悦科技股份有限公司,主板,,,,Pre-COVID
603879,2019-12-31,傅文昌,01,1.0,2.0,1.0,50000000.0,0.22727272727272727,06,,,2019,江苏省,盐城市,化学原料和化学制品制造业,C26,永悦科技股份有限公司,主板,,,,Pre-COVID
603879,2019-12-31,"傅文昌,陈泳絮",11,1.0,2.0,1.0,150000000.0,0.6818181818181818,06,,,2019,江苏省,盐城市,化学原料和化学制品制造业,C26,永悦科技股份有限公司,主板,,,,Pre-COVID
603879,2019-12-31,"傅文昌,陈泳絮",11,1.0,2.0,1.0,20000000.0,0.09090909090909091,06,,,2019,江苏省,盐城市,化学原料和化学制品制造业,C26,永悦科技股份有限公司,主板,,,,Pre-COVID
603879,2019-12-31,关键管理人员,09,1.0,2.0,1.0,2416000.0,1.0,20,,,2019,江苏省,盐城市,化学原料和化学制品制造业,C26,永悦科技股份有限公司,主板,,,,Pre-COVID
603879,2020-12-31,傅文昌,01,1.0,2.0,1.0,50000000.0,1.0,06,,,2020,江苏省,盐城市,化学原料和化学制品制造业,C26,永悦科技股份有限公司,主板,,,,During-COVID
603879,2020-12-31,泉州睿联投资有限公司,10,1.0,1.0,1.0,29521516.68,1.0,05,,,2020,江苏省,盐城市,化学原料和化学制品制造业,C26,永悦科技股份有限公司,主板,,,,During-COVID
603879,2020-12-31,关键管理人员,09,1.0,2.0,1.0,2438900.0,1.0,20,,,2020,江苏省,盐城市,化学原料和化学制品制造业,C26,永悦科技股份有限公司,主板,,,,During-COVID
603879,2021-12-31,泉州市通利达贸易有限责任公司,10,1.0,2.0,1.0,206686.73,0.2542345657686961,01,,,2021,江苏省,盐城市,化学原料和化学制品制造业,C26,永悦科技股份有限公司,主板,,,,During-COVID
603879,2021-12-31,昀通贸易(上海)有限公司,12,1.0,2.0,1.0,606289.78,0.7457654342313039,01,,,2021,江苏省,盐城市,化学原料和化学制品制造业,C26,永悦科技股份有限公司,主板,,,,During-COVID
603879,2021-12-31,关键管理人员,09,1.0,2.0,1.0,2258100.0,1.0,20,,,2021,江苏省,盐城市,化学原料和化学制品制造业,C26,永悦科技股份有限公司,主板,,,,During-COVID
603879,2022-12-31,泉州市通利达贸易有限责任公司,10,1.0,2.0,1.0,1854.88,0.01105133339835473,01,,,2022,江苏省,盐城市,化学原料和化学制品制造业,C26,永悦科技股份有限公司,主板,,,,During-COVID
603879,2022-12-31,昀通贸易(上海)有限公司,12,1.0,2.0,1.0,165987.31,0.9889486666016453,01,,,2022,江苏省,盐城市,化学原料和化学制品制造业,C26,永悦科技股份有限公司,主板,,,,During-COVID
603879,2022-12-31,鸿华融资租赁(江苏)有限公司,03,1.0,1.0,1.0,13274.35,1.0,01,,,2022,江苏省,盐城市,化学原料和化学制品制造业,C26,永悦科技股份有限公司,主板,,,,During-COVID
603879,2022-12-31,关键管理人员,09,1.0,2.0,1.0,3103400.0,1.0,20,,,2022,江苏省,盐城市,化学原料和化学制品制造业,C26,永悦科技股份有限公司,主板,,,,During-COVID
603879,2023-12-31,江苏华英企业管理股份有限公司,01,1.0,1.0,1.0,26457000.0,0.399007646251527,05,管理、咨询,江苏盐城,2023,江苏省,盐城市,化学原料和化学制品制造业,C26,永悦科技股份有限公司,主板,,,,Post-COVID
603879,2023-12-31,江苏华英企业管理股份有限公司,01,1.0,1.0,1.0,39850000.0,0.600992353748473,05,管理、咨询,江苏盐城,2023,江苏省,盐城市,化学原料和化学制品制造业,C26,永悦科技股份有限公司,主板,,,,Post-COVID
603879,2023-12-31,昀通贸易(上海)有限公司,12,1.0,2.0,1.0,5132.76,1.0,01,,,2023,江苏省,盐城市,化学原料和化学制品制造业,C26,永悦科技股份有限公司,主板,,,,Post-COVID
603879,2023-12-31,鸿华融资租赁(江苏)有限公司,03,1.0,1.0,1.0,13274.35,0.037387793807106495,01,,,2023,江苏省,盐城市,化学原料和化学制品制造业,C26,永悦科技股份有限公司,主板,,,,Post-COVID
603879,2023-12-31,昀通贸易(上海)有限公司,12,1.0,1.0,1.0,341770.67,0.9626122061928936,01,,,2023,江苏省,盐城市,化学原料和化学制品制造业,C26,永悦科技股份有限公司,主板,,,,Post-COVID
603879,2023-12-31,关键管理人员,09,1.0,2.0,1.0,3337300.0,1.0,20,,,2023,江苏省,盐城市,化学原料和化学制品制造业,C26,永悦科技股份有限公司,主板,,,,Post-COVID
603879,2024-12-31,关键管理人员,09,1.0,2.0,1.0,4244900.0,1.0,20,,,2024,江苏省,盐城市,化学原料和化学制品制造业,C26,永悦科技股份有限公司,主板,,,,Post-COVID
603879,2024-12-31,陈泳絮,08,1.0,2.0,1.0,5000000.0,0.9259259259259259,05,,,2024,江苏省,盐城市,化学原料和化学制品制造业,C26,永悦科技股份有限公司,主板,,,,Post-COVID
603879,2024-12-31,江苏华英企业管理股份有限公司,01,1.0,2.0,1.0,400000.0,0.07407407407407407,05,管理、咨询,江苏盐城,2024,江苏省,盐城市,化学原料和化学制品制造业,C26,永悦科技股份有限公司,主板,,,,Post-COVID
603879,2024-12-31,江苏华英企业管理股份有限公司,01,1.0,1.0,1.0,41215588.85,1.0,05,管理、咨询,江苏盐城,2024,江苏省,盐城市,化学原料和化学制品制造业,C26,永悦科技股份有限公司,主板,,,,Post-COVID
603880,2017-12-31,"李平,陈梅芳",11,1.0,2.0,1.0,30000000.0,0.2830188679245283,06,,,2017,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Pre-COVID
603880,2017-12-31,李平,01,1.0,2.0,1.0,20000000.0,0.18867924528301888,06,,,2017,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Pre-COVID
603880,2017-12-31,"李平,陈梅芳",11,1.0,2.0,1.0,16000000.0,0.1509433962264151,06,,,2017,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Pre-COVID
603880,2017-12-31,"李平,陈梅芳",11,1.0,2.0,1.0,24000000.0,0.22641509433962265,06,,,2017,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Pre-COVID
603880,2017-12-31,李平,01,1.0,2.0,1.0,16000000.0,0.1509433962264151,06,,,2017,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Pre-COVID
603880,2018-12-31,李平,01,1.0,2.0,1.0,70000000.0,0.178117048346056,06,,,2018,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Pre-COVID
603880,2018-12-31,"李平,陈梅芳",11,1.0,2.0,1.0,200000000.0,0.5089058524173028,06,,,2018,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Pre-COVID
603880,2018-12-31,"李平,陈梅芳",11,1.0,2.0,1.0,40000000.0,0.10178117048346055,06,,,2018,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Pre-COVID
603880,2018-12-31,"李平,陈梅芳",11,1.0,2.0,1.0,50000000.0,0.1272264631043257,06,,,2018,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Pre-COVID
603880,2018-12-31,李平,01,1.0,2.0,1.0,33000000.0,0.08396946564885496,06,,,2018,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Pre-COVID
603880,2019-12-31,李平,01,1.0,2.0,1.0,33000000.0,0.10107197549770292,06,,,2019,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Pre-COVID
603880,2019-12-31,李平,01,1.0,2.0,1.0,67500000.0,0.20673813169984687,06,,,2019,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Pre-COVID
603880,2019-12-31,"李平,陈梅芳,常州市塑料彩印有限公司",11,1.0,2.0,1.0,50000000.0,0.15313935681470137,06,,,2019,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Pre-COVID
603880,2019-12-31,"李平,陈梅芳",11,1.0,2.0,1.0,60000000.0,0.18376722817764166,06,,,2019,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Pre-COVID
603880,2019-12-31,李平,01,1.0,2.0,1.0,50000000.0,0.15313935681470137,06,,,2019,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Pre-COVID
603880,2019-12-31,李平,01,1.0,2.0,1.0,66000000.0,0.20214395099540583,06,,,2019,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Pre-COVID
603880,2020-12-31,常州实力电源科技有限公司,10,1.0,2.0,1.0,2743.37,1.0,01,,,2020,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2020-12-31,江苏省医药有限公司,07,1.0,1.0,1.0,68177.0,1.0,01,,,2020,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2020-12-31,江苏省医药有限公司,07,1.0,1.0,1.0,10000000.0,1.0,06,,,2020,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2020-12-31,李平,01,1.0,2.0,1.0,33000000.0,0.058981233243967826,06,,,2020,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2020-12-31,李平,01,1.0,2.0,1.0,67500000.0,0.12064343163538874,06,,,2020,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2020-12-31,"李平,陈梅芳,常州市塑料彩印有限公司",11,1.0,2.0,1.0,50000000.0,0.08936550491510277,06,,,2020,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2020-12-31,"李平,陈梅芳",11,1.0,2.0,1.0,60000000.0,0.10723860589812333,06,,,2020,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2020-12-31,李平,01,1.0,2.0,1.0,50000000.0,0.08936550491510277,06,,,2020,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2020-12-31,李平,01,1.0,2.0,1.0,66000000.0,0.11796246648793565,06,,,2020,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2020-12-31,李平,01,1.0,2.0,1.0,48000000.0,0.08579088471849866,06,,,2020,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2020-12-31,"李平,陈梅芳",11,1.0,2.0,1.0,60000000.0,0.10723860589812333,06,,,2020,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2020-12-31,李平,01,1.0,2.0,1.0,65000000.0,0.1161751563896336,06,,,2020,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2020-12-31,李平,01,1.0,2.0,1.0,50000000.0,0.08936550491510277,06,,,2020,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2020-12-31,李平,01,1.0,2.0,1.0,10000000.0,0.017873100983020553,06,,,2020,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2021-12-31,江苏省医药有限公司,07,1.0,1.0,1.0,10000000.0,1.0,06,,,2021,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2021-12-31,李平,01,1.0,2.0,1.0,30000000.0,0.08775470804008635,06,,,2021,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2021-12-31,李平,01,1.0,2.0,1.0,20000000.0,0.0585031386933909,06,,,2021,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2021-12-31,"李平,陈梅芳",11,1.0,2.0,1.0,20000000.0,0.0585031386933909,06,,,2021,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2021-12-31,"李平,陈梅芳",11,1.0,2.0,1.0,20000000.0,0.0585031386933909,06,,,2021,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2021-12-31,"李平,陈梅芳",11,1.0,2.0,1.0,20000000.0,0.0585031386933909,06,,,2021,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2021-12-31,李平,01,1.0,2.0,1.0,20000000.0,0.0585031386933909,06,,,2021,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2021-12-31,李平,01,1.0,2.0,1.0,15000000.0,0.043877354020043176,06,,,2021,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2021-12-31,李平,01,1.0,2.0,1.0,10000000.0,0.02925156934669545,06,,,2021,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2021-12-31,李平,01,1.0,2.0,1.0,20000000.0,0.0585031386933909,06,,,2021,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2021-12-31,李平,01,1.0,2.0,1.0,10000000.0,0.02925156934669545,06,,,2021,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2021-12-31,李平,01,1.0,2.0,1.0,10000000.0,0.02925156934669545,06,,,2021,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2021-12-31,李平,01,1.0,2.0,1.0,20000000.0,0.0585031386933909,06,,,2021,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2021-12-31,李平,01,1.0,2.0,1.0,50000000.0,0.14625784673347725,06,,,2021,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2021-12-31,"李平,陈梅芳",11,1.0,2.0,1.0,30000000.0,0.08775470804008635,06,,,2021,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2021-12-31,"李平,陈梅芳",11,1.0,2.0,1.0,30000000.0,0.08775470804008635,06,,,2021,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2021-12-31,李平,01,1.0,2.0,1.0,16862000.0,0.04932399623239787,06,,,2021,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2021-12-31,常州实力电源科技有限公司,12,1.0,2.0,1.0,1194.7,1.0,01,,,2021,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2022-12-31,常州实力电源科技有限公司,03,1.0,2.0,1.0,3557.53,1.0,01,,,2022,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2022-12-31,江苏省医药有限公司,07,1.0,1.0,1.0,10000000.0,1.0,06,,,2022,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2022-12-31,"李平,陈梅芳",11,1.0,2.0,1.0,20000000.0,0.04938271604938271,06,,,2022,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2022-12-31,李平,01,1.0,2.0,1.0,20000000.0,0.04938271604938271,06,,,2022,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2022-12-31,"李平,陈梅芳",11,1.0,2.0,1.0,25000000.0,0.06172839506172839,06,,,2022,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2022-12-31,李平,01,1.0,2.0,1.0,50000000.0,0.12345679012345678,06,,,2022,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2022-12-31,"李平,陈梅芳",11,1.0,2.0,1.0,20000000.0,0.04938271604938271,06,,,2022,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2022-12-31,李平,01,1.0,2.0,1.0,30000000.0,0.07407407407407407,06,,,2022,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2022-12-31,李平,01,1.0,2.0,1.0,20000000.0,0.04938271604938271,06,,,2022,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2022-12-31,"李平,陈梅芳",11,1.0,2.0,1.0,35000000.0,0.08641975308641975,06,,,2022,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2022-12-31,李平,01,1.0,2.0,1.0,15000000.0,0.037037037037037035,06,,,2022,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2022-12-31,李平,01,1.0,2.0,1.0,10000000.0,0.024691358024691357,06,,,2022,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2022-12-31,李平,01,1.0,2.0,1.0,20000000.0,0.04938271604938271,06,,,2022,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2022-12-31,李平,01,1.0,2.0,1.0,20000000.0,0.04938271604938271,06,,,2022,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2022-12-31,"李平,陈梅芳",11,1.0,2.0,1.0,50000000.0,0.12345679012345678,06,,,2022,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2022-12-31,"李平,陈梅芳",11,1.0,2.0,1.0,20000000.0,0.04938271604938271,06,,,2022,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2022-12-31,李平,01,1.0,2.0,1.0,22000000.0,0.05432098765432099,06,,,2022,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2022-12-31,李平,01,1.0,2.0,1.0,28000000.0,0.0691358024691358,06,,,2022,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2022-12-31,关键管理人员,09,1.0,2.0,1.0,2514152.0,1.0,20,,,2022,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2022-12-31,李平及其附属企业,01,1.0,1.0,1.0,43354865.97,1.0,05,,,2022,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,During-COVID
603880,2023-12-31,常州实力电源科技有限公司,03,1.0,2.0,1.0,262.84,1.0,01,,,2023,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Post-COVID
603880,2023-12-31,江苏省医药有限公司,07,1.0,1.0,1.0,10000000.0,1.0,06,,,2023,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Post-COVID
603880,2023-12-31,李平,01,1.0,2.0,1.0,20000000.0,0.04104669061056952,06,,,2023,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Post-COVID
603880,2023-12-31,李平,01,1.0,2.0,1.0,9500000.0,0.019497178040020522,06,,,2023,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Post-COVID
603880,2023-12-31,李平,01,1.0,2.0,1.0,9500000.0,0.019497178040020522,06,,,2023,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Post-COVID
603880,2023-12-31,"李平,陈梅芳",11,1.0,2.0,1.0,30000000.0,0.06157003591585428,06,,,2023,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Post-COVID
603880,2023-12-31,"李平,陈梅芳",11,1.0,2.0,1.0,17000000.0,0.034889687018984095,06,,,2023,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Post-COVID
603880,2023-12-31,"李平,陈梅芳",11,1.0,2.0,1.0,700000.0,0.0014366341713699332,06,,,2023,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Post-COVID
603880,2023-12-31,"李平,陈梅芳",11,1.0,2.0,1.0,2000000.0,0.004104669061056952,06,,,2023,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Post-COVID
603880,2023-12-31,李平,01,1.0,2.0,1.0,40000000.0,0.08209338122113904,06,,,2023,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Post-COVID
603880,2023-12-31,李平,01,1.0,2.0,1.0,8000000.0,0.016418676244227808,06,,,2023,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Post-COVID
603880,2023-12-31,李平,01,1.0,2.0,1.0,29500000.0,0.06054386865059005,06,,,2023,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Post-COVID
603880,2023-12-31,李平,01,1.0,2.0,1.0,10000000.0,0.02052334530528476,06,,,2023,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Post-COVID
603880,2023-12-31,李平,01,1.0,2.0,1.0,10000000.0,0.02052334530528476,06,,,2023,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Post-COVID
603880,2023-12-31,李平,01,1.0,2.0,1.0,10000000.0,0.02052334530528476,06,,,2023,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Post-COVID
603880,2023-12-31,李平,01,1.0,2.0,1.0,10000000.0,0.02052334530528476,06,,,2023,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Post-COVID
603880,2023-12-31,李平,01,1.0,2.0,1.0,30000000.0,0.06157003591585428,06,,,2023,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Post-COVID
603880,2023-12-31,李平,01,1.0,2.0,1.0,20000000.0,0.04104669061056952,06,,,2023,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Post-COVID
603880,2023-12-31,李平,01,1.0,2.0,1.0,20000000.0,0.04104669061056952,06,,,2023,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Post-COVID
603880,2023-12-31,李平,01,1.0,2.0,1.0,20000000.0,0.04104669061056952,06,,,2023,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Post-COVID
603880,2023-12-31,李平,01,1.0,2.0,1.0,11000000.0,0.022575679835813236,06,,,2023,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Post-COVID
603880,2023-12-31,李平,01,1.0,2.0,1.0,14000000.0,0.028732683427398667,06,,,2023,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Post-COVID
603880,2023-12-31,李平,01,1.0,2.0,1.0,20000000.0,0.04104669061056952,06,,,2023,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Post-COVID
603880,2023-12-31,"李平,陈梅芳",11,1.0,2.0,1.0,30000000.0,0.06157003591585428,06,,,2023,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Post-COVID
603880,2023-12-31,"李平,陈梅芳",11,1.0,2.0,1.0,30000000.0,0.06157003591585428,06,,,2023,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Post-COVID
603880,2023-12-31,"李平,陈梅芳",11,1.0,2.0,1.0,20000000.0,0.04104669061056952,06,,,2023,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Post-COVID
603880,2023-12-31,"李平,陈梅芳",11,1.0,2.0,1.0,50000000.0,0.10261672652642381,06,,,2023,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Post-COVID
603880,2023-12-31,李平,01,1.0,2.0,1.0,6250000.0,0.012827090815802977,06,,,2023,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Post-COVID
603880,2023-12-31,李平,01,1.0,2.0,1.0,9800000.0,0.020112878399179066,06,,,2023,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Post-COVID
603880,2023-12-31,关键管理人员,09,1.0,2.0,1.0,2489639.0,1.0,20,,,2023,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Post-COVID
603880,2023-12-31,李平,01,1.0,2.0,1.0,26000000.0,1.0,05,,,2023,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Post-COVID
603880,2023-12-31,李平及其附属企业,01,1.0,1.0,1.0,43354865.97,1.0,05,,,2023,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Post-COVID
603880,2023-12-31,李永平,08,1.0,1.0,1.0,15500.0,0.05257801899592944,02,,,2023,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Post-COVID
603880,2023-12-31,何娟,08,1.0,1.0,1.0,2300.0,0.007801899592944369,02,,,2023,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Post-COVID
603880,2023-12-31,项琴华,09,1.0,1.0,1.0,7000.0,0.023744911804613297,02,,,2023,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Post-COVID
603880,2023-12-31,庄国平,09,1.0,1.0,1.0,10000.0,0.033921302578018994,02,,,2023,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Post-COVID
603880,2023-12-31,陈梅芳,08,1.0,1.0,1.0,95000.0,0.32225237449118044,02,,,2023,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Post-COVID
603880,2023-12-31,李晓霞,08,1.0,1.0,1.0,165000.0,0.5597014925373134,02,,,2023,江苏省,常州市,医药制造业,C27,江苏南方卫材医药股份有限公司,主板,,,,Post-COVID
603881,2017-12-31,上海市北生产性企业服务发展有限公司,03,1.0,2.0,1.0,14740312.31,0.782293634385587,04,,,2017,上海市,静安区,互联网和相关服务,I64,上海数据港股份有限公司,主板,,,,Pre-COVID
603881,2017-12-31,上海开创企业发展有限公司,03,1.0,2.0,1.0,3855387.72,0.20461203317912344,04,,,2017,上海市,静安区,互联网和相关服务,I64,上海数据港股份有限公司,主板,,,,Pre-COVID
