stkcd,reptdt,ralatedpartyid,repart,relation,trasub,direction,repat,isam,principl,rigicy,cogicy,number,prvn,indusb,listplte,period
603823,2019-12-31,-1.0,ClariantColorquimica(Chile)Ltda.,12,1.0,1.0,01,740614.03,None,0.0,67.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,ClariantColorquimica(Chile)Ltda.,12,1.0,1.0,01,740614.03,None,0.0,100.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,ClariantColorquimica(Chile)Ltda.,12,1.0,1.0,01,740614.03,None,0.0,84.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,ClariantColorquimica(Chile)Ltda.,12,1.0,1.0,01,740614.03,None,0.0,80.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,ClariantColorquimica(Chile)Ltda.,12,1.0,1.0,01,740614.03,None,0.0,51.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,ClariantColorquimica(Chile)Ltda.,12,1.0,1.0,01,740614.03,None,0.0,68.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,ClariantColorquimica(Chile)Ltda.,12,1.0,1.0,01,740614.03,None,0.0,68.75,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant(Guatemala)S.A.,12,1.0,1.0,01,294426.11,None,0.0,55.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant(Guatemala)S.A.,12,1.0,1.0,01,294426.11,None,0.0,98.84,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant(Guatemala)S.A.,12,1.0,1.0,01,294426.11,None,0.0,75.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant(Guatemala)S.A.,12,1.0,1.0,01,294426.11,None,0.0,60.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant(Guatemala)S.A.,12,1.0,1.0,01,294426.11,None,0.0,67.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant(Guatemala)S.A.,12,1.0,1.0,01,294426.11,None,0.0,100.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant(Guatemala)S.A.,12,1.0,1.0,01,294426.11,None,0.0,84.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant(Guatemala)S.A.,12,1.0,1.0,01,294426.11,None,0.0,80.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant(Guatemala)S.A.,12,1.0,1.0,01,294426.11,None,0.0,51.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant(Guatemala)S.A.,12,1.0,1.0,01,294426.11,None,0.0,68.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant(Guatemala)S.A.,12,1.0,1.0,01,294426.11,None,0.0,68.75,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant(Brazil)S.A.,12,1.0,1.0,01,81729.48,None,0.0,55.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant(Brazil)S.A.,12,1.0,1.0,01,81729.48,None,0.0,98.84,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant(Brazil)S.A.,12,1.0,1.0,01,81729.48,None,0.0,75.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant(Brazil)S.A.,12,1.0,1.0,01,81729.48,None,0.0,60.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant(Brazil)S.A.,12,1.0,1.0,01,81729.48,None,0.0,67.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant(Brazil)S.A.,12,1.0,1.0,01,81729.48,None,0.0,100.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant(Brazil)S.A.,12,1.0,1.0,01,81729.48,None,0.0,84.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant(Brazil)S.A.,12,1.0,1.0,01,81729.48,None,0.0,80.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant(Brazil)S.A.,12,1.0,1.0,01,81729.48,None,0.0,51.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant(Brazil)S.A.,12,1.0,1.0,01,81729.48,None,0.0,68.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant(Brazil)S.A.,12,1.0,1.0,01,81729.48,None,0.0,68.75,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,科莱恩色母粒(上海)有限公司,12,1.0,1.0,01,153890.79,None,0.0,55.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,科莱恩色母粒(上海)有限公司,12,1.0,1.0,01,153890.79,None,0.0,98.84,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,科莱恩色母粒(上海)有限公司,12,1.0,1.0,01,153890.79,None,0.0,75.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,科莱恩色母粒(上海)有限公司,12,1.0,1.0,01,153890.79,None,0.0,60.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,科莱恩色母粒(上海)有限公司,12,1.0,1.0,01,153890.79,None,0.0,67.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,科莱恩色母粒(上海)有限公司,12,1.0,1.0,01,153890.79,None,0.0,100.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,科莱恩色母粒(上海)有限公司,12,1.0,1.0,01,153890.79,None,0.0,84.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,科莱恩色母粒(上海)有限公司,12,1.0,1.0,01,153890.79,None,0.0,80.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,科莱恩色母粒(上海)有限公司,12,1.0,1.0,01,153890.79,None,0.0,51.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,科莱恩色母粒(上海)有限公司,12,1.0,1.0,01,153890.79,None,0.0,68.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,科莱恩色母粒(上海)有限公司,12,1.0,1.0,01,153890.79,None,0.0,68.75,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant(Colombia)S.A.,12,1.0,1.0,01,237899.9,None,0.0,55.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant(Colombia)S.A.,12,1.0,1.0,01,237899.9,None,0.0,98.84,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant(Colombia)S.A.,12,1.0,1.0,01,237899.9,None,0.0,75.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant(Colombia)S.A.,12,1.0,1.0,01,237899.9,None,0.0,60.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant(Colombia)S.A.,12,1.0,1.0,01,237899.9,None,0.0,67.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant(Colombia)S.A.,12,1.0,1.0,01,237899.9,None,0.0,100.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant(Colombia)S.A.,12,1.0,1.0,01,237899.9,None,0.0,84.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant(Colombia)S.A.,12,1.0,1.0,01,237899.9,None,0.0,80.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant(Colombia)S.A.,12,1.0,1.0,01,237899.9,None,0.0,51.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant(Colombia)S.A.,12,1.0,1.0,01,237899.9,None,0.0,68.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant(Colombia)S.A.,12,1.0,1.0,01,237899.9,None,0.0,68.75,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant Chemicals (India)Limited,12,1.0,1.0,01,89725.51,None,0.0,55.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant Chemicals (India)Limited,12,1.0,1.0,01,89725.51,None,0.0,98.84,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant Chemicals (India)Limited,12,1.0,1.0,01,89725.51,None,0.0,75.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant Chemicals (India)Limited,12,1.0,1.0,01,89725.51,None,0.0,60.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant Chemicals (India)Limited,12,1.0,1.0,01,89725.51,None,0.0,67.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant Chemicals (India)Limited,12,1.0,1.0,01,89725.51,None,0.0,100.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant Chemicals (India)Limited,12,1.0,1.0,01,89725.51,None,0.0,84.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant Chemicals (India)Limited,12,1.0,1.0,01,89725.51,None,0.0,80.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant Chemicals (India)Limited,12,1.0,1.0,01,89725.51,None,0.0,51.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant Chemicals (India)Limited,12,1.0,1.0,01,89725.51,None,0.0,68.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,Clariant Chemicals (India)Limited,12,1.0,1.0,01,89725.51,None,0.0,68.75,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,10138501.0,百合花控股有限公司,01,1.0,2.0,06,110000000.0,None,,0.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,"陈立荣,陈建南",11,1.0,2.0,06,150000000.0,None,0.0,55.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,"陈立荣,陈建南",11,1.0,2.0,06,150000000.0,None,0.0,98.84,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,"陈立荣,陈建南",11,1.0,2.0,06,150000000.0,None,0.0,75.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,"陈立荣,陈建南",11,1.0,2.0,06,150000000.0,None,0.0,60.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,"陈立荣,陈建南",11,1.0,2.0,06,150000000.0,None,0.0,67.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,"陈立荣,陈建南",11,1.0,2.0,06,150000000.0,None,0.0,100.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,"陈立荣,陈建南",11,1.0,2.0,06,150000000.0,None,0.0,84.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,"陈立荣,陈建南",11,1.0,2.0,06,150000000.0,None,0.0,80.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,"陈立荣,陈建南",11,1.0,2.0,06,150000000.0,None,0.0,51.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,"陈立荣,陈建南",11,1.0,2.0,06,150000000.0,None,0.0,68.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,"陈立荣,陈建南",11,1.0,2.0,06,150000000.0,None,0.0,68.75,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,关键管理人员,09,1.0,2.0,20,6869800.0,None,0.0,55.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,关键管理人员,09,1.0,2.0,20,6869800.0,None,0.0,98.84,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,关键管理人员,09,1.0,2.0,20,6869800.0,None,0.0,75.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,关键管理人员,09,1.0,2.0,20,6869800.0,None,0.0,60.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,关键管理人员,09,1.0,2.0,20,6869800.0,None,0.0,67.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,关键管理人员,09,1.0,2.0,20,6869800.0,None,0.0,100.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,关键管理人员,09,1.0,2.0,20,6869800.0,None,0.0,84.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,关键管理人员,09,1.0,2.0,20,6869800.0,None,0.0,80.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,关键管理人员,09,1.0,2.0,20,6869800.0,None,0.0,51.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,关键管理人员,09,1.0,2.0,20,6869800.0,None,0.0,68.0,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,-1.0,关键管理人员,09,1.0,2.0,20,6869800.0,None,0.0,68.75,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603823,2019-12-31,10403148.0,浙江萧山湖商村镇银行股份有限公司,07,1.0,1.0,05,1621.51,None,,,,浙江省,化学原料和化学制品制造业,主板,Pre-COVID
603825,2019-12-31,-1.0,"冯康洁,Hylink (UK) Digital Solution Limited",11,2.0,3.0,13,200000.0,03,29.38,0.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,"冯康洁,Hylink (UK) Digital Solution Limited",11,2.0,3.0,13,200000.0,03,0.0,100.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,"冯康洁,Hylink (UK) Digital Solution Limited",11,2.0,3.0,13,200000.0,03,0.0,51.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,"冯康洁,Hylink (UK) Digital Solution Limited",11,2.0,3.0,13,200000.0,03,0.0,70.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,"冯康洁,Hylink (UK) Digital Solution Limited",11,2.0,3.0,13,200000.0,03,0.0,80.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,"冯康洁,Hylink (UK) Digital Solution Limited",11,2.0,3.0,13,200000.0,03,0.0,81.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,"冯康洁,Hylink (UK) Digital Solution Limited",11,2.0,3.0,13,200000.0,03,0.0,66.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,"冯康洁,Hylink (UK) Digital Solution Limited",11,2.0,3.0,13,200000.0,03,0.0,40.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,江西省龙帆传媒有限公司,03,1.0,2.0,04,21015061.33,None,29.38,0.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,江西省龙帆传媒有限公司,03,1.0,2.0,04,21015061.33,None,0.0,100.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,江西省龙帆传媒有限公司,03,1.0,2.0,04,21015061.33,None,0.0,51.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,江西省龙帆传媒有限公司,03,1.0,2.0,04,21015061.33,None,0.0,70.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,江西省龙帆传媒有限公司,03,1.0,2.0,04,21015061.33,None,0.0,80.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,江西省龙帆传媒有限公司,03,1.0,2.0,04,21015061.33,None,0.0,81.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,江西省龙帆传媒有限公司,03,1.0,2.0,04,21015061.33,None,0.0,66.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,江西省龙帆传媒有限公司,03,1.0,2.0,04,21015061.33,None,0.0,40.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,深圳市龙帆广告有限公司武汉分公司,03,1.0,2.0,04,1365235.86,None,29.38,0.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,深圳市龙帆广告有限公司武汉分公司,03,1.0,2.0,04,1365235.86,None,0.0,100.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,深圳市龙帆广告有限公司武汉分公司,03,1.0,2.0,04,1365235.86,None,0.0,51.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,深圳市龙帆广告有限公司武汉分公司,03,1.0,2.0,04,1365235.86,None,0.0,70.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,深圳市龙帆广告有限公司武汉分公司,03,1.0,2.0,04,1365235.86,None,0.0,80.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,深圳市龙帆广告有限公司武汉分公司,03,1.0,2.0,04,1365235.86,None,0.0,81.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,深圳市龙帆广告有限公司武汉分公司,03,1.0,2.0,04,1365235.86,None,0.0,66.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,深圳市龙帆广告有限公司武汉分公司,03,1.0,2.0,04,1365235.86,None,0.0,40.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,10453762.0,杭州抢先文化传媒有限公司,12,1.0,2.0,04,1165.06,None,,,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,10453728.0,上海骞虹文化传媒有限公司,03,1.0,1.0,04,7707547.21,None,,,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,10463575.0,青稞万维(北京)数字技术有限公司,07,1.0,1.0,04,696770.93,None,,,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,10511106.0,武汉云扬众科科技有限公司,03,1.0,1.0,04,190188.69,None,,,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,"苏同,冯康洁",11,1.0,2.0,06,400000000.0,None,29.38,0.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,"苏同,冯康洁",11,1.0,2.0,06,400000000.0,None,0.0,100.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,"苏同,冯康洁",11,1.0,2.0,06,400000000.0,None,0.0,51.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,"苏同,冯康洁",11,1.0,2.0,06,400000000.0,None,0.0,70.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,"苏同,冯康洁",11,1.0,2.0,06,400000000.0,None,0.0,80.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,"苏同,冯康洁",11,1.0,2.0,06,400000000.0,None,0.0,81.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,"苏同,冯康洁",11,1.0,2.0,06,400000000.0,None,0.0,66.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,"苏同,冯康洁",11,1.0,2.0,06,400000000.0,None,0.0,40.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,苏同,01,1.0,2.0,06,100000000.0,None,29.38,0.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,苏同,01,1.0,2.0,06,100000000.0,None,0.0,100.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,苏同,01,1.0,2.0,06,100000000.0,None,0.0,51.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,苏同,01,1.0,2.0,06,100000000.0,None,0.0,70.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,苏同,01,1.0,2.0,06,100000000.0,None,0.0,80.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,苏同,01,1.0,2.0,06,100000000.0,None,0.0,81.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,苏同,01,1.0,2.0,06,100000000.0,None,0.0,66.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,苏同,01,1.0,2.0,06,100000000.0,None,0.0,40.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,10437553.0,上海华扬联众企业管理有限公司,05,1.0,2.0,05,39895100.0,None,,,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,关键管理人员,09,1.0,2.0,20,27483600.0,None,29.38,0.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,关键管理人员,09,1.0,2.0,20,27483600.0,None,0.0,100.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,关键管理人员,09,1.0,2.0,20,27483600.0,None,0.0,51.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,关键管理人员,09,1.0,2.0,20,27483600.0,None,0.0,70.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,关键管理人员,09,1.0,2.0,20,27483600.0,None,0.0,80.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,关键管理人员,09,1.0,2.0,20,27483600.0,None,0.0,81.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,关键管理人员,09,1.0,2.0,20,27483600.0,None,0.0,66.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603825,2019-12-31,-1.0,关键管理人员,09,1.0,2.0,20,27483600.0,None,0.0,40.0,,湖南省,互联网和相关服务,主板,Pre-COVID
603826,2019-12-31,-1.0,惠州市炜煌颜料有限公司,10,1.0,1.0,01,33352385.42,None,0.0,100.0,,福建省,非金属矿物制品业,主板,Pre-COVID
603826,2019-12-31,-1.0,惠州市炜煌颜料有限公司,10,1.0,1.0,01,33352385.42,None,0.0,51.0,,福建省,非金属矿物制品业,主板,Pre-COVID
603826,2019-12-31,-1.0,惠州市炜煌颜料有限公司,10,1.0,1.0,01,33352385.42,None,0.0,55.5,,福建省,非金属矿物制品业,主板,Pre-COVID
603826,2019-12-31,-1.0,关键管理人员,09,1.0,2.0,20,4438300.0,None,0.0,100.0,,福建省,非金属矿物制品业,主板,Pre-COVID
603826,2019-12-31,-1.0,关键管理人员,09,1.0,2.0,20,4438300.0,None,0.0,51.0,,福建省,非金属矿物制品业,主板,Pre-COVID
603826,2019-12-31,-1.0,关键管理人员,09,1.0,2.0,20,4438300.0,None,0.0,55.5,,福建省,非金属矿物制品业,主板,Pre-COVID
603828,2019-12-31,10329566.0,苏州柯利达集团有限公司,01,1.0,2.0,06,10000000.0,None,37.61,0.0,,江苏省,建筑装饰和其他建筑业,主板,Pre-COVID
603828,2019-12-31,10378255.0,四川柯利达建筑设计咨询有限公司,06,1.0,2.0,05,65418624.76,None,,,,江苏省,建筑装饰和其他建筑业,主板,Pre-COVID
603828,2019-12-31,-1.0,关键管理人员,09,1.0,2.0,20,7021900.0,None,0.0,100.0,,江苏省,建筑装饰和其他建筑业,主板,Pre-COVID
603828,2019-12-31,-1.0,关键管理人员,09,1.0,2.0,20,7021900.0,None,0.0,51.0,,江苏省,建筑装饰和其他建筑业,主板,Pre-COVID
603828,2019-12-31,-1.0,关键管理人员,09,1.0,2.0,20,7021900.0,None,0.0,80.0,,江苏省,建筑装饰和其他建筑业,主板,Pre-COVID
603829,2019-12-31,-1.0,乐清竞取电气有限公司,07,1.0,1.0,01,12895635.31,None,0.0,66.67,,江苏省,电气机械和器材制造业,主板,Pre-COVID
603829,2019-12-31,-1.0,乐清竞取电气有限公司,07,1.0,1.0,01,12895635.31,None,0.0,100.0,,江苏省,电气机械和器材制造业,主板,Pre-COVID
603829,2019-12-31,-1.0,乐清竞取电气有限公司,07,1.0,1.0,01,12895635.31,None,0.0,51.0,,江苏省,电气机械和器材制造业,主板,Pre-COVID
603829,2019-12-31,-1.0,乐清竞取电气有限公司,07,1.0,1.0,01,12895635.31,None,0.0,60.0,,江苏省,电气机械和器材制造业,主板,Pre-COVID
603829,2019-12-31,-1.0,乐清竞取电气有限公司,07,1.0,1.0,01,12895635.31,None,0.0,50.5,,江苏省,电气机械和器材制造业,主板,Pre-COVID
603829,2019-12-31,-1.0,乐清竞取电气有限公司,07,1.0,1.0,01,12895635.31,None,0.0,30.6,,江苏省,电气机械和器材制造业,主板,Pre-COVID
603829,2019-12-31,-1.0,乐清竞取电气有限公司,07,1.0,1.0,01,12895635.31,None,0.0,83.3,,江苏省,电气机械和器材制造业,主板,Pre-COVID
603829,2019-12-31,-1.0,乐清竞取电气有限公司,07,1.0,1.0,01,12895635.31,None,0.0,70.0,,江苏省,电气机械和器材制造业,主板,Pre-COVID
603829,2019-12-31,10441496.0,江苏凯隆电器有限公司,07,1.0,1.0,01,10868489.87,None,0.0,83.3,,江苏省,电气机械和器材制造业,主板,Pre-COVID
603829,2019-12-31,10441592.0,江苏洛云电力科技有限公司,10,1.0,1.0,01,8217450.11,None,0.0,100.0,,江苏省,电气机械和器材制造业,主板,Pre-COVID
603829,2019-12-31,-1.0,常州市凯鼎高压电气有限公司,07,1.0,1.0,01,2359706.73,None,0.0,66.67,,江苏省,电气机械和器材制造业,主板,Pre-COVID
603829,2019-12-31,-1.0,常州市凯鼎高压电气有限公司,07,1.0,1.0,01,2359706.73,None,0.0,100.0,,江苏省,电气机械和器材制造业,主板,Pre-COVID
603829,2019-12-31,-1.0,常州市凯鼎高压电气有限公司,07,1.0,1.0,01,2359706.73,None,0.0,51.0,,江苏省,电气机械和器材制造业,主板,Pre-COVID
